Date/Time:  26.jun  16:18			
Temp	22.00				
Channelnumber  Centrod1	 Centroid2  Centroid3  Centroid4 Resolution 1332keVpeak
0	299.53	878.1	2958.96	3354.60	2.17
1	336.1	978.29	3301.06	3743.33	2.31
2	293.36	873.09	2947.6	3340.58	2.11
3	282.77	838.51	2844.6	3226.15	2.13
4	91.1	375.39	1293.9	1467.12	2.30
5	261.3	782.97	2640.05	2992.43	2.12
6	247.86	756.28	2582.05	2926.83	2.17
7	244.216	741.12	2503.6	2837.07	2.09
8	241.26	738.01	2519.97	2858.93	2.30
9	259.52	777.33	2631.71	2983.5	2.17
10	254.95	762.43	2584.56	2930.97	2.14
11	279.99	822.84	2796	3172.47	2.09
12	248.45	750.12	2537.99	2876.63	2.07
13	254.17	764.81	2585.07	2930.85	2.16
14	272.07	802.09	2718.55	3082.75	2.19
15					
16	279.28	822.61	2778.99	3150.44	2.27
17	259.93	774.47	2622.95	2972.34	2.13
18	200.8	633.56	2154.41	2444.85	2.20
19	256.32	763.88	2592.98	2941.08	2.11
20	263.69	786.31	2671.77	3031.12	2.21
21	250.18	765.82	2598.6	2946.91	2.19
22	258.79	769.42	2612.39	2961.83	2.11
23	118.39	440.943	1506.89	1711.75	2.30
24	266.5	786.13	2664.91	3022.49	2.14
25	218.39	668.41	2252.7	2557.67	2.20
26	120.4	440.65	1525.73	1731.66	2.40
27	251.65	745.99	2533.15	2921.67	2.20
28	249.27	743.28	2513.55	2849.51	2.15
29	128.71	259.38	929.1	1052.48	2.20
30	113.234	431.075	1446.56	1643.01	2.90
