Date/Time:  18.jun  10:47
Temp: NAN
Channelnumber  Centrod1  Centroid2 Centroid3 Centroid4 Resolution 1332keVpeak
0 298.38  876.405 2953.74 3349.13 2.2
1 335.566 976.716 3297.65 3738.96 2.3
2 297.729 881.535 2981.23 3378.9  2.1
3 282.3 837.533 2844.78 3226.27 2.1
4 90.2938 376.433 1293.913981 1466.37 2.3
5 262.43  782.698 2638.66 2992.18 2.1
6 248.443 756.954 2580.85 2925.52 2.1
7 244.084 740.282 2501.03 2834.41 2.1
8 240.112 733.543 2501.7  2837.56 2.2
9 260.570944  778.265084  2633.788355 2985.543146 2.18
10  254.49  761.82  2584.42 2930.68 2.12
11  279.09  820.44  2789.03 3164.22 2.09
12  248.23  750.12  2540.08 2878.68 2.06
13  254.504077  765.404403  2586.461945 2932.048434 2.17
14  274.42  800.07  2702.64 3063.92 2.2
15
16  286.91  839.86  2841.62 3221.62 2.18
17  259.66  773.85  2621.21 2970.47 2.07
18  206.276 644.188 2190.31 2483.74 2.07
19  259.253651  768.597978  2609.945211 2959.410788 2.11
20  266.71  791.04  2688.84 3050.42 2.22
21  253 770.67  2615.35 2966.17 2.16
22  265.77  783.72  2657.93 3015.04 2.08
23  305.055 444.806 1511.419964 1713.26 2.38
24  263.00  781.48  2660.71 3017.7  2.08
25  218.78  672.905 2270.227248 2574.09 2.45
26  116.626 444.926 1525.36 1730.74 2.7
27  248.59  743.55  2532.61 2872.29 2.11
28  245.76  742.14  2514.22 2850.32 2.16
29  129.068716  258.468 930.625 1055.91 2.2
30  113.139 419.255 1420.97 1613.74 3.3
