Date/Time:  24.jun  16:01			
Temp	21.9				
Channelnumber  Centrod1	 Centroid2  Centroid3  Centroid4 Resolution 1332keVpeak
0	299.12	878.82	2960.33	3356.27	2.17
1	335.76	980.65	3302.57	3744.74	2.26
2	293.47	873.19	2949.44	3343.02	2.15
3	282.22	837.26	2845.58	3227.01	2.11
4	88.73	373.379	1286.42	1458.69	2.30
5	260.16	783.19	2641.14	2993.71	2.08
6	248.33	756.77	2583.1	2928.04	2.18
7	242.47	741.05	2504.15	2838	2.08
8	243.87	741.59	2521.58	2860.96	2.24
9	261.53	780.23	2634.28	2985.98	2.18
10	255.78	760.1	2570.97	2914.66	2.14
11	280.24	825.63	2797.64	3174.39	2.08
12	249.84	751.2	2540.79	2879.91	2.04
13	257.04	769.21	2603.54	2951.93	2.18
14	278.64	805.39	2724.13	3088.05	2.18
15					
16	284.28	835.76	2830.47	3208.64	2.26
17	260.39	775.98	2626.13	2976.23	2.17
18	200.525	632.102	2158.18	2450.3	2.20
19	255.83	764.1	2595.47	2944.01	2.10
20	263.49	784.16	2671.22	3030.09	2.15
21	252.65	769.11	2616.76	2967.56	2.18
22	257.87	769.16	2614.1	2964.05	2.08
23	110.349	151.17	1513.46	1712.73	2.30
24	274.42	800.32	2719.6	3085.13	2.13
25	210.1	678.248	2273.54	2577.75	2.20
26	118.86	449.275	1529.45	1734	2.50
27	251.7	746.65	2533.25	2874.61	2.20
28	251.4	745.91	2517.76	2853.9	2.17
29	127.97	252.96	929.8	1049.24	3.40
30	104.6	421.389	1423.65	1622.04	2.90
