Date/Time:  25.jun  14:30			
Temp	20.40				
Channelnumber  Centrod1	 Centroid2  Centroid3  Centroid4 Resolution 1332keVpeak
0	299.15	878.02	2959.17	3355.20	2.15
1	336.21	977.85	3301.36	3743.32	2.25
2	297.39	882.37	2981.41	3378.62	2.15
3	282.02	837.26	2844.94	3226.51	2.10
4	88.5	373.117	1285.03	1457.81	2.40
5	261.11	783.38	2641.27	2994.07	2.15
6	248.13	756.48	2582.79	2927.86	2.13
7	244.96	745.97	2520.43	2856.52	2.09
8	239.44	734.21	2502.36	2838	2.23
9	260.83	779.44	2633.21	2984.9	2.14
10	254.42	762.54	2585.19	2931.54	2.15
11	279.91	822.92	2797.46	3173.71	2.08
12	256.78	754.26	2539.29	2882.47	2.07
13	256.73	767.48	2588.06	2933.65	2.19
14	278.33	804.92	2722.81	3086.74	2.19
15					
16	286.18	839.09	2837.43	3217.15	2.20
17	259.91	774.53	2623.82	2973.3	2.15
18	200.456	634.203	2159.47	2449.31	2.20
19	256.84	764.52	2594.47	2942.84	2.13
20	264.72	786.36	2672.52	3032.13	2.19
21	253.18	770.68	2615.16	2966.08	2.18
22	259.12	769.54	2612.15	2962.8	2.09
23	118.56	445.265	1508.53	1713.49	2.30
24	266.24	784.42	2664.94	3022.62	2.09
25	215	671.25	2230.47	2577.5	2.20
26	120.72	445.49	1524.02	1738.46	2.40
27	251.91	746.44	2537.34	2877.66	2.20
28	251.34	744.8	2515.74	2851.71	2.17
29	128.87	259.53	927.075	1051.51	2.70
30	99.5	423.326	1423.98	1617.95	2.90
