Date/Time:  12.aug  17:45			
Temp	20.00				
Channelnumber  Centrod1	 Centroid2  Centroid3  Centroid4 Resolution 1332keVpeak
0	302.66	887.33	2991.53	3392.65	2.19
1	335.53	977.04	3297.16	3738.72	2.28
2	297.16	879.29	2977.16	3374.31	2.17
3	285.72	846.62	2876.52	3262.6	2.15
4	107.75	386.67	1338.9	1518.77	2.40
5	266.59	794.15	2680.8	3039.06	2.12
6	253.51	775.85	2654.76	3009.79	2.20
7	248.84	755.37	2557.44	2899.47	2.14
8	240.56	741.47	2515.23	2851.9	2.17
9	264.345	784.26	2654.8	3009.74	2.12
10	256.61	761.81	2578.59	2923.54	2.10
11	266.08	802.95	2728.36	3094.09	2.07
12	261.53	767.12	2590.34	2935.04	2.07
13	264.68	781.75	2634.92	2986.99	2.18
14	278.57	819.03	2768.8	3139.99	2.18
15					
16	287.09	841.79	2848.1	3229.92	2.17
17	258.68	771.87	2618.33	2968.4	2.16
18	196.613	639.987	2168.44	2460.08	2.20
19	266.94	793.28	2693.91	3055.72	2.15
20	269.87	796.45	2707.72	3071.9	2.18
21	255.89	776.36	2633.64	2986.6	2.15
22	260.53	771.75	2620.85	2972.79	2.10
23	119.8	447.546	1535.17	1740.54	2.40
24	263.16	776.03	2642.45	2998.85	2.08
25	214.652	666.625	2253.61	2559.15	2.20
26	119.93	445.64	1518.89	1726	2.40
27	253.78	757.42	2572	2917.2	2.10
28	255.28	753.44	2544.61	2884.21	2.18
29	128.18	257.172	923.431	1046.54	2.90
30	116.79	3430.04	1456.85	1656.23	3.20
