Date  18.jun  15:44
Temp  20.4
Channel number  Centrod1  Centroid2 Centroid3 Centroid4 Resolution 1332 keV peak
0 296.283536  871.218186  2937.979458 3331.277688 2.16
1 335.03  979.19  3295.78 3737.23 2.25
2 292.91  870.32  2945.23 3338.14 2.14
3 281.11  838.19  2843.41 3224.92 2.1
4 92.4025 378.187 1304.95 1479.39 2.4
5 270.51  784.43  2640.26 2991.38 2.11
6 246.007354  755.584193  2579.108371 2923.528205 2.15
7 243.15  747.1 2516.81 2851.96 2.09
8 242.61  739.56  2517.73 2856.29 2.20
9 260.26  778.61  2630.45 2981.6  2.17
10  255.07  758.3 2567.09 2910.4  2.13
11  278.82  821.26  2784.51 3159.7  2.13
12  256.396155  753.278697  2541.761136 2879.958617 2.08
13  255.71  766.19  2584.09 2929.65 2.18
14  277.05  803.37  2717.82 3080.99 2.24
15
16  285.98  837.58  2832.59 3211.5  2.2
17  259.62  773.54  2619.34 2968.32 2.16
18  202.079 639.353 2165.98 2455.32 2.2
19  258.092419  768.115461  2606.544467 2956.440271 2.11
20  271.13  799.4 2717.59 3083.1  2.17
21  252.66  770.22  2613.3  2963.64 2.15
22  265.22  782.79  2656.01 3013.28 2.12
23  114.336 445.797 1517.05 1721.58 2.4
24  265.52  783.03  2660.28 3017.43 2.12
25  218.354 678.909 2269.66 2573.05 2
26  114.698 445.829 1517.14 1719.97 2.4
27  251.11  744.99  2530.71 2870.21 2.09
28  245.5 741.27  2511.33 2846.99 2.18
29  134.122 269.509 928.807 1056.29 3.2
30  109.758 420.513 1421.99 1613.24 2.9
