Date  19.jun  10:39
Temp  NAN
Channel number  Centrod1  Centroid2 Centroid3 Centroid4 Resolution 1332 keV peak
0 298.337195  876.124441  2953.189232 3348.186431 2.16
1 342.62  990.85  3346.15 3793.91 2.27
2 297.12  882.47  2980.86 3378.55 2.13
3 282.16  837.95  2843.5  3224.95 2.15
4 91.271  377.482 1294.36 1465.56 2.40
5 265.63  785.54  2650.96 3004.69 2.11
6 250.15  757.24  2580.75 2925.13 2.16
7 245.22  745.69  2517.67 2853.04 2.12
8 243.54  737.61  2519.36 2857.55 2.18
9 259.57  777.32  2632.12 2983.66 2.15
10  254.58  760.74  2585.58 2931.17 2.10
11  274.096772  822.229428  2790.134445 3164.306427 2.08
12  252.88  755.27  2555.35 2896.11 2.05
13  254.4 764.67  2584.57 2930.36 2.17
14  272.26  801.23  2715.29 3079.35 2.21
15
16  284.92  838.08  2836.79 3216.44 2.24
17  259.36  774.73  2621.52 2971.1  2.16
18  204.993 645.216 2185.27 2478.21 2.08
19  258.64  767.61  2607.12 2957.23 2.1
20  263.27  785.55  2669.32 3028.11 2.17
21  253.196054  771.761362  2615.202791 2966.003278 2.18
22  258.69  768.91  2610.62 2961.16 2.09
23  115.089 444.131 1508.8  1711.39 2.61
24  266.41  785.72  2662.9  3019.95 2.08
25  213.658 668.353 2251.9  2561.25 3.5
26  116.694 448.216 1525  1731.63 2.88
27  247.31  740.8 2514.71 2852.1  2.05
28  251.07  747.47  2517.44 2853.03 2.13
29  128.71  257.517 926.56  1052.54 2.9
30  108.255 419.124 1421.93 1614.01 2.9
