Date/Time:  25.jun  17:45			
Temp	20.40				
Channelnumber  Centrod1	 Centroid2  Centroid3  Centroid4 Resolution 1332keVpeak
0	299.27	881.10	2960.61	3356.57	2.17
1	336.03	978.05	3301.67	3743.86	2.28
2	294.19	872.96	2948.89	3342.38	2.15
3	282.46	837.77	2845.11	3226.78	2.15
4	89.906	377.56	1289.61	1461.66	2.30
5	270.62	785.11	2643.45	2995.29	2.11
6	246.43	757.02	2583.57	2928.5	2.13
7	244.37	742.22	2504.39	2838.1	2.11
8	244.03	741.79	2522.42	2861.53	2.21
9	258.41	775.08	2618.44	2967.82	2.11
10	259.87	766.98	2589.99	2936.46	2.20
11	279.86	825.8	2797.4	3174.17	2.10
12	260.22	759.34	2559.51	2900.29	2.03
13	258.13	769.16	2590.06	2935.6	2.16
14	278.93	805.32	2723.63	3087.83	2.23
15					
16	285.34	836.34	2828.63	3206.94	2.20
17	267.24	789.62	2673.44	3030.39	2.16
18	196.93	636.65	2175.86	2471.08	2.20
19	259.18	769.92	2612.4	2962.76	2.14
20	271.84	800.53	2720.42	3086.38	2.20
21	253.16	771.27	2616.76	2967.61	2.19
22	260.54	772.71	2618.13	2973.01	2.10
23	118.35	444.65	1508.85	1710.14	2.30
24	267	785.61	2666.85	3024.55	2.09
25	208.13	669.08	2255.03	2557.95	2.20
26	120.81	447.58	1520.91	1728.54	2.40
27	251.87	746.93	2535.7	2878.88	2.30
28	252.25	746.49	2518.01	2853.99	2.16
29	128.46	255.59	927.99	1052.9	2.20
30	101.535	429.653	1447.89	1644.25	2.90
